batch	work_id	title	input_path	output_path	pdf_path	status	error	changes	before_total	after_total	before_register_jump	after_register_jump	before_dangling_tie	after_dangling_tie	before_accidental_on_tie_continuation	after_accidental_on_tie_continuation	before_sparse_fragment	after_sparse_fragment	before_sparse_window	after_sparse_window	removed_dynamics	removed_hairpins	normalized_dangling_ties	suppressed_tie_continuation_accidentals
cpdl_5_voice_string_quartet	102	In più leggiadro velo	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/102_in_pi_leggiadro_velo.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/102_in_pi_leggiadro_velo/102_in_pi_leggiadro_velo_optimized.musicxml		ok		35	43	2	36	2	3	0	4	0	0	0	0	0	56	50	8	0
cpdl_5_voice_string_quartet	103	Io parto, e non più dissi	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/103_io_parto_e_non_pi_dissi.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/103_io_parto_e_non_pi_dissi/103_io_parto_e_non_pi_dissi_optimized.musicxml		ok		36	49	1	36	1	8	0	5	0	0	0	0	0	60	56	13	0
cpdl_5_voice_string_quartet	104	Io pur respiro in così gran dolore	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/104_io_pur_respiro_in_cos_gran_dolore.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/104_io_pur_respiro_in_cos_gran_dolore/104_io_pur_respiro_in_cos_gran_dolore_optimized.musicxml		ok		33	52	2	34	2	10	0	8	0	0	0	0	0	72	65	18	0
cpdl_5_voice_string_quartet	105	Io tacerò	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/105_io_tacer.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/105_io_tacer/105_io_tacer_optimized.musicxml		ok		29	39	0	25	0	10	0	4	0	0	0	0	0	44	40	17	0
cpdl_5_voice_string_quartet	106	Itene o miei sospiri	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/106_itene_o_miei_sospiri.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/106_itene_o_miei_sospiri/106_itene_o_miei_sospiri_optimized.musicxml		ok		35	45	2	32	2	9	0	4	0	0	0	0	0	64	60	15	0
cpdl_5_voice_string_quartet	107	Languisce al fin chi da la vita parte	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/107_languisce_al_fin_chi_da_la_vita_parte.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/107_languisce_al_fin_chi_da_la_vita_parte/107_languisce_al_fin_chi_da_la_vita_parte_optimized.musicxml		ok		27	48	3	27	3	12	0	9	0	0	0	0	0	68	64	22	0
cpdl_5_voice_string_quartet	109	Luci serene e chiare	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/109_luci_serene_e_chiare/109_luci_serene_e_chiare_optimized.musicxml		ok		31	30	3	30	3	0	0	0	0	0	0	0	0	56	52	0	0
cpdl_5_voice_string_quartet	110	Ma se avverrà ch'io moia	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/110_ma_se_avverr_ch_io_moia.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/110_ma_se_avverr_ch_io_moia/110_ma_se_avverr_ch_io_moia_optimized.musicxml		ok		17	28	1	20	1	3	0	5	0	0	0	0	0	44	40	10	0
cpdl_5_voice_string_quartet	111	Ma se tale ha costei	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/111_ma_se_tale_ha_costei.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/111_ma_se_tale_ha_costei/111_ma_se_tale_ha_costei_optimized.musicxml		ok		22	26	0	20	0	4	0	2	0	0	0	0	0	56	52	6	0
cpdl_5_voice_string_quartet	112	Ma tu, cagion di quella atroce pena	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/112_ma_tu_cagion_di_quella_atroce_pena.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/112_ma_tu_cagion_di_quella_atroce_pena/112_ma_tu_cagion_di_quella_atroce_pena_optimized.musicxml		ok		15	31	3	21	3	7	0	3	0	0	0	0	0	48	44	13	0
cpdl_5_voice_string_quartet	113	Madonna, io ben vorrei	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/113_madonna_io_ben_vorrei.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/113_madonna_io_ben_vorrei/113_madonna_io_ben_vorrei_optimized.musicxml		ok		33	43	3	35	3	4	0	4	0	0	0	0	0	44	40	8	0
cpdl_5_voice_string_quartet	114	Mentre gira costei	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/114_mentre_gira_costei.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/114_mentre_gira_costei/114_mentre_gira_costei_optimized.musicxml		ok		29	46	4	25	4	11	0	10	0	0	0	0	0	84	80	22	0
cpdl_5_voice_string_quartet	115	Mentre madonna il lasso fianco posa	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/115_mentre_madonna_il_lasso_fianco_posa.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/115_mentre_madonna_il_lasso_fianco_posa/115_mentre_madonna_il_lasso_fianco_posa_optimized.musicxml		ok		56	82	6	61	5	11	0	9	0	1	1	0	0	76	71	20	1
cpdl_5_voice_string_quartet	116	Mentre, mia stella, miri	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/116_mentre_mia_stella_miri.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/116_mentre_mia_stella_miri/116_mentre_mia_stella_miri_optimized.musicxml		ok		27	29	3	23	1	2	0	2	0	0	0	2	2	80	76	4	0
cpdl_5_voice_string_quartet	117	Meraviglia d'Amore	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/117_meraviglia_d_amore.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/117_meraviglia_d_amore/117_meraviglia_d_amore_optimized.musicxml		ok		54	64	3	55	3	5	0	4	0	0	0	0	0	92	85	7	0
cpdl_5_voice_string_quartet	118	Mercè grido piangendo	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/118_merc_grido_piangendo.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/118_merc_grido_piangendo/118_merc_grido_piangendo_optimized.musicxml		ok		25	48	0	30	0	10	0	8	0	0	0	0	0	52	48	18	0
cpdl_5_voice_string_quartet	119	Mille volte il di	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/119_mille_volte_il_di.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/119_mille_volte_il_di/119_mille_volte_il_di_optimized.musicxml		ok		53	80	1	51	1	16	0	13	0	0	0	0	0	64	60	30	0
cpdl_5_voice_string_quartet	120	Moro, e mentre sospiro	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/120_moro_e_mentre_sospiro.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/120_moro_e_mentre_sospiro/120_moro_e_mentre_sospiro_optimized.musicxml		ok		45	59	5	45	5	8	0	6	0	0	0	0	0	52	48	14	0
cpdl_5_voice_string_quartet	121	Moro, lasso, al mio duolo	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/121_moro_lasso_al_mio_duolo.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/121_moro_lasso_al_mio_duolo/121_moro_lasso_al_mio_duolo_optimized.musicxml		ok		30	46	6	29	6	9	0	8	0	0	0	0	0	84	80	19	1
cpdl_5_voice_string_quartet	123	Non mai non cangerò stato	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/123_non_mai_non_canger_stato.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/123_non_mai_non_canger_stato/123_non_mai_non_canger_stato_optimized.musicxml		ok		19	21	2	20	2	0	0	1	0	0	0	0	0	40	36	3	0
cpdl_5_voice_string_quartet	124	Non mi toglia il ben mio	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/124_non_mi_toglia_il_ben_mio.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/124_non_mi_toglia_il_ben_mio/124_non_mi_toglia_il_ben_mio_optimized.musicxml		ok		17	15	0	15	0	0	0	0	0	0	0	0	0	56	52	0	0
cpdl_5_voice_string_quartet	125	Non mirar, non mirare	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/125_non_mirar_non_mirare.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/125_non_mirar_non_mirare/125_non_mirar_non_mirare_optimized.musicxml		ok		36	40	1	34	1	4	0	2	0	0	0	0	0	68	63	6	0
cpdl_5_voice_string_quartet	127	Non è questa la mano	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/127_non_questa_la_mano.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/127_non_questa_la_mano/127_non_questa_la_mano_optimized.musicxml		ok		61	83	6	66	6	7	0	10	0	0	0	0	0	52	45	19	0
cpdl_5_voice_string_quartet	128	O com'è gran martire	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/128_o_com_gran_martire.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/128_o_com_gran_martire/128_o_com_gran_martire_optimized.musicxml		ok		24	26	0	22	0	2	0	2	0	0	0	0	0	52	45	4	0
cpdl_5_voice_string_quartet	129	O dolce mio martire	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/129_o_dolce_mio_martire.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/129_o_dolce_mio_martire/129_o_dolce_mio_martire_optimized.musicxml		ok		16	22	0	21	0	1	0	0	0	0	0	0	0	36	32	1	0
cpdl_5_voice_string_quartet	130	O dolce mio tesoro	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/130_o_dolce_mio_tesoro.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/130_o_dolce_mio_tesoro/130_o_dolce_mio_tesoro_optimized.musicxml		ok		25	54	2	28	2	17	0	9	0	0	0	0	0	56	52	26	0
cpdl_5_voice_string_quartet	131	O dolorosa gioia	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/131_o_dolorosa_gioia.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/131_o_dolorosa_gioia/131_o_dolorosa_gioia_optimized.musicxml		ok		41	75	1	45	0	18	0	11	0	0	0	1	1	44	40	29	0
cpdl_5_voice_string_quartet	132	O mal nati messagi	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/132_o_mal_nati_messagi.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/132_o_mal_nati_messagi/132_o_mal_nati_messagi_optimized.musicxml		ok		26	39	3	28	3	6	0	5	0	0	0	0	0	68	64	11	0
cpdl_5_voice_string_quartet	134	O tenebroso giorno	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/134_o_tenebroso_giorno.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/134_o_tenebroso_giorno/134_o_tenebroso_giorno_optimized.musicxml		ok		36	40	1	32	1	6	0	2	0	0	0	0	0	44	40	8	0
cpdl_5_voice_string_quartet	135	O voi troppo felici	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/135_o_voi_troppo_felici.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/135_o_voi_troppo_felici/135_o_voi_troppo_felici_optimized.musicxml		ok		22	24	0	20	0	2	0	2	0	0	0	0	0	40	36	4	0
cpdl_5_voice_string_quartet	136	Occhi del mio cor vita	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/136_occhi_del_mio_cor_vita.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/136_occhi_del_mio_cor_vita/136_occhi_del_mio_cor_vita_optimized.musicxml		ok		34	46	1	32	1	8	0	6	0	0	0	0	0	56	52	15	0
cpdl_5_voice_string_quartet	137	Or, che in gioia	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/137_or_che_in_gioia.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/137_or_che_in_gioia/137_or_che_in_gioia_optimized.musicxml		ok		30	50	3	31	3	14	0	5	0	0	0	0	0	60	56	22	0
cpdl_5_voice_string_quartet	138	Poichè l'avida sete	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/138_poich_l_avida_sete.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/138_poich_l_avida_sete/138_poich_l_avida_sete_optimized.musicxml		ok		24	45	3	26	3	15	0	4	0	0	0	0	0	60	56	24	0
cpdl_5_voice_string_quartet	139	Qual fora, donna	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/139_qual_fora_donna.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/139_qual_fora_donna/139_qual_fora_donna_optimized.musicxml		ok		22	28	1	22	1	4	0	2	0	0	0	0	0	56	52	6	0
cpdl_5_voice_string_quartet	140	Quando l'alba novella	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/140_quando_l_alba_novella.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/140_quando_l_alba_novella/140_quando_l_alba_novella_optimized.musicxml		ok		7	9	2	7	2	1	0	1	0	0	0	0	0	12	8	2	0
cpdl_5_voice_string_quartet	141	Quando ridente e bella	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/141_quando_ridente_e_bella.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/141_quando_ridente_e_bella/141_quando_ridente_e_bella_optimized.musicxml		ok		20	30	2	18	2	6	0	6	0	0	0	0	0	60	56	15	0
cpdl_5_voice_string_quartet	143	Quel 'no' crudel che la mia speme ancise	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/143_quel_no_crudel_che_la_mia_speme_ancise.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/143_quel_no_crudel_che_la_mia_speme_ancise/143_quel_no_crudel_che_la_mia_speme_ancise_optimized.musicxml		ok		28	56	4	38	4	12	0	6	0	0	0	0	0	72	68	18	0
cpdl_5_voice_string_quartet	144	Questa crudele e pia	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/144_questa_crudele_e_pia.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/144_questa_crudele_e_pia/144_questa_crudele_e_pia_optimized.musicxml		ok		22	44	2	24	2	12	0	8	0	0	0	0	0	56	52	19	0
cpdl_5_voice_string_quartet	145	Questi leggiadri odorosetti fiori	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/145_questi_leggiadri_odorosetti_fiori.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/145_questi_leggiadri_odorosetti_fiori/145_questi_leggiadri_odorosetti_fiori_optimized.musicxml		ok		39	54	4	42	4	10	0	2	0	0	0	0	0	56	51	15	0
cpdl_5_voice_string_quartet	146	Resta di darmi noia	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/146_resta_di_darmi_noia.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/146_resta_di_darmi_noia/146_resta_di_darmi_noia_optimized.musicxml		ok		25	38	0	26	0	7	0	5	0	0	0	0	0	40	35	12	0
cpdl_5_voice_string_quartet	147	S'io non miro non moro	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/147_s_io_non_miro_non_moro.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/147_s_io_non_miro_non_moro/147_s_io_non_miro_non_moro_optimized.musicxml		ok		29	39	2	29	2	7	0	3	0	0	0	0	0	60	56	11	0
cpdl_5_voice_string_quartet	148	Se chiudete nel core	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/148_se_chiudete_nel_core.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/148_se_chiudete_nel_core/148_se_chiudete_nel_core_optimized.musicxml		ok		19	36	3	20	3	7	0	9	0	0	0	0	0	52	48	16	0
cpdl_5_voice_string_quartet	149	Se così dolce è il duolo	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/149_se_cos_dolce_il_duolo.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/149_se_cos_dolce_il_duolo/149_se_cos_dolce_il_duolo_optimized.musicxml		ok		35	58	10	38	10	4	0	16	0	0	0	0	0	36	29	29	0
cpdl_5_voice_string_quartet	150	Se da sì nobil mano	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/150_se_da_s_nobil_mano.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/150_se_da_s_nobil_mano/150_se_da_s_nobil_mano_optimized.musicxml		ok		26	37	4	24	2	3	0	8	0	0	0	2	2	44	40	11	0
cpdl_5_voice_string_quartet	151	Se la mia morte brami	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/151_se_la_mia_morte_brami.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/151_se_la_mia_morte_brami/151_se_la_mia_morte_brami_optimized.musicxml		ok		27	41	2	28	2	8	0	5	0	0	0	0	0	96	77	16	0
cpdl_5_voice_string_quartet	152	Se per lieve ferita	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/152_se_per_lieve_ferita.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/152_se_per_lieve_ferita/152_se_per_lieve_ferita_optimized.musicxml		ok		13	33	1	14	1	11	0	8	0	0	0	0	0	56	52	20	0
cpdl_5_voice_string_quartet	153	Se piange, ahimè, la donna del mio core	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/153_se_piange_ahim_la_donna_del_mio_core.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/153_se_piange_ahim_la_donna_del_mio_core/153_se_piange_ahim_la_donna_del_mio_core_optimized.musicxml		ok		34	50	0	36	0	7	0	7	0	0	0	0	0	56	50	14	0
cpdl_5_voice_string_quartet	154	Se taccio, il duol s'avanza	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/154_se_taccio_il_duol_s_avanza.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/154_se_taccio_il_duol_s_avanza/154_se_taccio_il_duol_s_avanza_optimized.musicxml		ok		20	19	1	16	1	2	0	1	0	0	0	0	0	24	17	5	0
cpdl_5_voice_string_quartet	155	Se tu fuggi	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/155_se_tu_fuggi.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/155_se_tu_fuggi/155_se_tu_fuggi_optimized.musicxml		ok		33	40	2	31	2	5	0	4	0	0	0	0	0	56	52	10	0
cpdl_5_voice_string_quartet	156	Se vi duol il mio duolo	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/156_se_vi_duol_il_mio_duolo.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/156_se_vi_duol_il_mio_duolo/156_se_vi_duol_il_mio_duolo_optimized.musicxml		ok		49	69	3	42	3	17	0	10	0	0	0	0	0	68	64	32	0
cpdl_5_voice_string_quartet	158	Sento che nel partire	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/158_sento_che_nel_partire.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/158_sento_che_nel_partire/158_sento_che_nel_partire_optimized.musicxml		ok		47	55	4	42	4	10	0	3	0	0	0	0	0	52	48	16	0
cpdl_5_voice_string_quartet	159	Son sì belle le rose	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/159_son_s_belle_le_rose.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/159_son_s_belle_le_rose/159_son_s_belle_le_rose_optimized.musicxml		ok		29	24	1	22	1	1	0	1	0	0	0	0	0	40	33	2	0
cpdl_5_voice_string_quartet	160	Sospirava	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/160_sospirava.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/160_sospirava/160_sospirava_optimized.musicxml		ok		14	17	0	12	0	3	0	2	0	0	0	0	0	32	28	5	0
cpdl_5_voice_string_quartet	161	Sparge la morte	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/161_sparge_la_morte.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/161_sparge_la_morte/161_sparge_la_morte_optimized.musicxml		ok		14	27	3	16	3	7	0	4	0	0	0	0	0	76	72	12	0
cpdl_5_voice_string_quartet	162	Sì gioioso mi fanno i dolor miei	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/162_s_gioioso_mi_fanno_i_dolor_miei.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/162_s_gioioso_mi_fanno_i_dolor_miei/162_s_gioioso_mi_fanno_i_dolor_miei_optimized.musicxml		ok		10	20	3	8	1	5	0	5	0	0	0	2	2	76	72	10	0
cpdl_5_voice_string_quartet	163	T'amo, mia vita	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/163_t_amo_mia_vita.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/163_t_amo_mia_vita/163_t_amo_mia_vita_optimized.musicxml		ok		30	37	3	30	3	3	0	4	0	0	0	0	0	32	28	7	1
cpdl_5_voice_string_quartet	164	Tall'or sano desio	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/164_tall_or_sano_desio.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/164_tall_or_sano_desio/164_tall_or_sano_desio_optimized.musicxml		ok		34	52	2	30	2	13	0	9	0	0	0	0	0	92	88	20	2
cpdl_5_voice_string_quartet	165	Tirsi morir volea	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/165_tirsi_morir_volea.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/165_tirsi_morir_volea/165_tirsi_morir_volea_optimized.musicxml		ok		56	95	16	81	15	9	0	4	0	1	1	0	0	72	65	17	0
cpdl_5_voice_string_quartet	166	Tu m'uccidi, o crudele	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/166_tu_m_uccidi_o_crudele.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/166_tu_m_uccidi_o_crudele/166_tu_m_uccidi_o_crudele_optimized.musicxml		ok		33	45	6	32	6	8	0	5	0	0	0	0	0	72	68	13	0
cpdl_5_voice_string_quartet	167	Tu piangi, o Filli mia	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/167_tu_piangi_o_filli_mia.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/167_tu_piangi_o_filli_mia/167_tu_piangi_o_filli_mia_optimized.musicxml		ok		40	60	4	45	4	8	0	7	0	0	0	0	0	72	65	15	0
