batch	work_id	title	source_path	output_path	mp3_path	original_snapshot_path	updated_snapshot_path	current_semitones	updated_semitones	current_key_burden	updated_key_burden	key_burden_delta	current_tessitura_score	updated_tessitura_score	tessitura_delta	status	error
cpdl_5_voice_quartet_plus_viole	93	Dolcissimo sospiro	data/cpdl/5-voices/sources/093_dolcissimo_sospiro__01_gesualdo_dolcissimo_sospiro.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/093_dolcissimo_sospiro.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/093_dolcissimo_sospiro.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/093_dolcissimo_sospiro__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/093_dolcissimo_sospiro__t+1_to_+2.musicxml	1	2	6	1	5	0.380806	0.383905	0.00309849	ok	
cpdl_5_voice_quartet_plus_viole	95	Ecco, morirò dunque	data/cpdl/5-voices/sources/095_ecco_moriro_dunque__02_ecco_moriro_dunque_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/095_ecco_morir_dunque.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/095_ecco_morir_dunque.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/095_ecco_morir_dunque__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/095_ecco_morir_dunque__t+1_to_+0.musicxml	1	0	5	0	5	0.348933	0.363037	0.014104	ok	
cpdl_5_voice_quartet_plus_viole	97	Felicissimo sonno	data/cpdl/5-voices/sources/097_felicissimo_sonno__02_gesu_7fel.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/097_felicissimo_sonno.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/097_felicissimo_sonno.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/097_felicissimo_sonno__t+4_to_+5.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/097_felicissimo_sonno__t+4_to_+5.musicxml	4	5	4	1	3	0.377542	0.394827	0.0172843	ok	
cpdl_5_voice_quartet_plus_viole	99	Gioite voi col canto	data/cpdl/5-voices/sources/099_gioite_voi_col_canto__02_gioite_voi_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/099_gioite_voi_col_canto.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/099_gioite_voi_col_canto.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/099_gioite_voi_col_canto__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/099_gioite_voi_col_canto__t+1_to_+0.musicxml	1	0	6	1	5	0.340748	0.358472	0.0177232	ok	
cpdl_5_voice_string_quartet	106	Itene o miei sospiri	data/cpdl/5-voices/sources/106_itene_o_miei_sospiri__02_gesu_3ite.mxl	data/cpdl/5-voices/reductions/string_quartet/106_itene_o_miei_sospiri.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/106_itene_o_miei_sospiri.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/106_itene_o_miei_sospiri__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/106_itene_o_miei_sospiri__t-1_to_+0.musicxml	-1	0	4	1	3	0.374487	0.381092	0.00660509	ok	
cpdl_5_voice_string_quartet	110	Ma se avverrà ch'io moia	data/cpdl/5-voices/sources/110_ma_se_avverra_ch_io_moia__01_8_ma_se_averra.mid	data/cpdl/5-voices/reductions/string_quartet/110_ma_se_avverr_ch_io_moia.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/110_ma_se_avverr_ch_io_moia.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/110_ma_se_avverr_ch_io_moia__t+4_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/110_ma_se_avverr_ch_io_moia__t+4_to_+2.musicxml	4	2	3	1	2	0.443676	0.444029	0.000352489	ok	
cpdl_5_voice_string_quartet	123	Non mai non cangerò stato	data/cpdl/5-voices/sources/123_non_mai_non_cangero_stato__02_gesualdo_non_mai_non_cangero.mxl	data/cpdl/5-voices/reductions/string_quartet/123_non_mai_non_canger_stato.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/123_non_mai_non_canger_stato.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/123_non_mai_non_canger_stato__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/123_non_mai_non_canger_stato__t+1_to_+2.musicxml	1	2	6	1	5	0.327837	0.333364	0.00552673	ok	
cpdl_5_voice_string_quartet	125	Non mirar, non mirare	data/cpdl/5-voices/sources/125_non_mirar_non_mirare__01_gesualdo_non_mirar_non_mirare.mxl	data/cpdl/5-voices/reductions/string_quartet/125_non_mirar_non_mirare.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/125_non_mirar_non_mirare.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/125_non_mirar_non_mirare__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/125_non_mirar_non_mirare__t+1_to_+0.musicxml	1	0	5	0	5	0.364815	0.378737	0.013922	ok	
cpdl_5_voice_string_quartet	129	O dolce mio martire	data/cpdl/5-voices/sources/129_o_dolce_mio_martire__01_gesualdo_o_dolce_mio_martire.mxl	data/cpdl/5-voices/reductions/string_quartet/129_o_dolce_mio_martire.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/129_o_dolce_mio_martire.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/129_o_dolce_mio_martire__t+2_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/129_o_dolce_mio_martire__t+2_to_+0.musicxml	2	0	2	0	2	0.404301	0.416714	0.0124134	ok	
cpdl_5_voice_string_quartet	13	O vos omnes (1603)	data/cpdl/5-voices/sources/013_o_vos_omnes_1603__02_gesualdo_ovosomnes.mxl	data/cpdl/5-voices/reductions/string_quartet/013_o_vos_omnes_1603.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/013_o_vos_omnes_1603.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/013_o_vos_omnes_1603__t+3_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/013_o_vos_omnes_1603__t+3_to_+2.musicxml	3	2	4	1	3	0.302588	0.304395	0.00180727	ok	
cpdl_5_voice_string_quartet	131	O dolorosa gioia	data/cpdl/5-voices/sources/131_o_dolorosa_gioia__02_gesu_5odo.mxl	data/cpdl/5-voices/reductions/string_quartet/131_o_dolorosa_gioia.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/131_o_dolorosa_gioia.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/131_o_dolorosa_gioia__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/131_o_dolorosa_gioia__t+1_to_+2.musicxml	1	2	6	1	5	0.452598	0.455283	0.00268538	ok	
cpdl_5_voice_string_quartet	137	Or, che in gioia	data/cpdl/5-voices/sources/137_or_che_in_gioia__02_or_che_in_gioia_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/137_or_che_in_gioia.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/137_or_che_in_gioia.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/137_or_che_in_gioia__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/137_or_che_in_gioia__t-1_to_+0.musicxml	-1	0	4	1	3	0.357012	0.367761	0.0107484	ok	
cpdl_5_voice_string_quartet	139	Qual fora, donna	data/cpdl/5-voices/sources/139_qual_fora_donna__02_gesu_6qu.mxl	data/cpdl/5-voices/reductions/string_quartet/139_qual_fora_donna.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/139_qual_fora_donna.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/139_qual_fora_donna__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/139_qual_fora_donna__t+1_to_+0.musicxml	1	0	6	1	5	0.338147	0.339225	0.00107812	ok	
cpdl_5_voice_string_quartet	144	Questa crudele e pia	data/cpdl/5-voices/sources/144_questa_crudele_e_pia__02_questa_crudele_et_pia_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/144_questa_crudele_e_pia.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/144_questa_crudele_e_pia.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/144_questa_crudele_e_pia__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/144_questa_crudele_e_pia__t+1_to_+0.musicxml	1	0	6	1	5	0.328955	0.336546	0.00759195	ok	
cpdl_5_voice_string_quartet	146	Resta di darmi noia	data/cpdl/5-voices/sources/146_resta_di_darmi_noia__02_resta_di_darmi_noia_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/146_resta_di_darmi_noia.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/146_resta_di_darmi_noia.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/146_resta_di_darmi_noia__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/146_resta_di_darmi_noia__t+1_to_+0.musicxml	1	0	5	0	5	0.430658	0.438988	0.00833018	ok	
cpdl_5_voice_string_quartet	153	Se piange, ahimè, la donna del mio core	data/cpdl/5-voices/sources/153_se_piange_ahime_la_donna_del_mio_core__01_gesualdo_se_piange_oime_la_donna_del_mio_core.mxl	data/cpdl/5-voices/reductions/string_quartet/153_se_piange_ahim_la_donna_del_mio_core.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/153_se_piange_ahim_la_donna_del_mio_core.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/153_se_piange_ahim_la_donna_del_mio_core__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/153_se_piange_ahim_la_donna_del_mio_core__t+1_to_+2.musicxml	1	2	6	1	5	0.346299	0.348016	0.00171685	ok	
cpdl_5_voice_string_quartet	155	Se tu fuggi	data/cpdl/5-voices/sources/155_se_tu_fuggi__02_gesu_20se.mxl	data/cpdl/5-voices/reductions/string_quartet/155_se_tu_fuggi.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/155_se_tu_fuggi.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/155_se_tu_fuggi__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/155_se_tu_fuggi__t-1_to_+0.musicxml	-1	0	4	1	3	0.351887	0.356228	0.00434083	ok	
cpdl_5_voice_string_quartet	16	Reminiscere	data/cpdl/5-voices/sources/016_reminiscere__02_gesualdo_reminiscere.mxl	data/cpdl/5-voices/reductions/string_quartet/016_reminiscere.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/016_reminiscere.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/016_reminiscere__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/016_reminiscere__t+1_to_+2.musicxml	1	2	6	1	5	0.353408	0.355768	0.00236044	ok	
cpdl_5_voice_string_quartet	163	T'amo, mia vita	data/cpdl/5-voices/sources/163_t_amo_mia_vita__02_t_amo_mia_vita_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/163_t_amo_mia_vita.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/163_t_amo_mia_vita.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/163_t_amo_mia_vita__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/163_t_amo_mia_vita__t-1_to_+0.musicxml	-1	0	4	1	3	0.336721	0.349741	0.01302	ok	
cpdl_5_voice_string_quartet	166	Tu m'uccidi, o crudele	data/cpdl/5-voices/sources/166_tu_m_uccidi_o_crudele__04_gesu_15tu.mxl	data/cpdl/5-voices/reductions/string_quartet/166_tu_m_uccidi_o_crudele.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/166_tu_m_uccidi_o_crudele.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/166_tu_m_uccidi_o_crudele__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/166_tu_m_uccidi_o_crudele__t+1_to_+0.musicxml	1	0	5	0	5	0.366735	0.371453	0.00471734	ok	
cpdl_5_voice_string_quartet	167	Tu piangi, o Filli mia	data/cpdl/5-voices/sources/167_tu_piangi_o_filli_mia__02_tu_piangi_o_filli_mia_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/167_tu_piangi_o_filli_mia.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/167_tu_piangi_o_filli_mia.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/167_tu_piangi_o_filli_mia__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/167_tu_piangi_o_filli_mia__t+1_to_+0.musicxml	1	0	6	1	5	0.36918	0.384012	0.0148319	ok	
cpdl_5_voice_string_quartet	17	Sancti Spiritus Domine	data/cpdl/5-voices/sources/017_sancti_spiritus_domine__02_gesualdo_sancti_spiritus_domine.mxl	data/cpdl/5-voices/reductions/string_quartet/017_sancti_spiritus_domine.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/017_sancti_spiritus_domine.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/017_sancti_spiritus_domine__t+4_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/017_sancti_spiritus_domine__t+4_to_+2.musicxml	4	2	3	1	2	0.428192	0.444045	0.0158524	ok	
cpdl_5_voice_string_quartet	20	Venit lumen tuum	data/cpdl/5-voices/sources/020_venit_lumen_tuum__02_gesu_ven.mxl	data/cpdl/5-voices/reductions/string_quartet/020_venit_lumen_tuum.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/020_venit_lumen_tuum.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/020_venit_lumen_tuum__t+2_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/020_venit_lumen_tuum__t+2_to_+0.musicxml	2	0	4	2	2	0.363667	0.374077	0.0104097	ok	
cpdl_5_voice_string_quartet	57	A voi, mentre il mio core	data/cpdl/5-voices/sources/057_a_voi_mentre_il_mio_core__02_a_voi_mentre_il_mio_core_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/057_a_voi_mentre_il_mio_core.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/057_a_voi_mentre_il_mio_core.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/057_a_voi_mentre_il_mio_core__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/057_a_voi_mentre_il_mio_core__t-1_to_+0.musicxml	-1	0	5	0	5	0.338248	0.342575	0.00432646	ok	
cpdl_5_voice_string_quartet	60	Al mio gioir il ciel si fa sereno	data/cpdl/5-voices/sources/060_al_mio_gioir_il_ciel_si_fa_sereno__02_al_mio_gioir_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/060_al_mio_gioir_il_ciel_si_fa_sereno.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/060_al_mio_gioir_il_ciel_si_fa_sereno.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/060_al_mio_gioir_il_ciel_si_fa_sereno__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/060_al_mio_gioir_il_ciel_si_fa_sereno__t-1_to_+0.musicxml	-1	0	4	1	3	0.367686	0.381181	0.0134952	ok	
cpdl_5_voice_string_quartet	76	Candido e verde fiore	data/cpdl/5-voices/sources/076_candido_e_verde_fiore__02_candido_e_verde_fiore_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/076_candido_e_verde_fiore.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/076_candido_e_verde_fiore.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/076_candido_e_verde_fiore__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/076_candido_e_verde_fiore__t-1_to_+0.musicxml	-1	0	5	0	5	0.391196	0.392127	0.000930513	ok	
cpdl_5_voice_string_quartet	78	Che fai meco	data/cpdl/5-voices/sources/078_che_fai_meco__02_che_fai_meco_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/078_che_fai_meco.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/078_che_fai_meco.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/078_che_fai_meco__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/078_che_fai_meco__t+1_to_+2.musicxml	1	2	6	1	5	0.418197	0.41914	0.000943038	ok	
cpdl_5_voice_string_quartet	79	Che sentir deve il petto mio	data/cpdl/5-voices/sources/079_che_sentir_deve_il_petto_mio__01_5_che_sentir_deve.mid	data/cpdl/5-voices/reductions/string_quartet/079_che_sentir_deve_il_petto_mio.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/079_che_sentir_deve_il_petto_mio.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/079_che_sentir_deve_il_petto_mio__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/079_che_sentir_deve_il_petto_mio__t+1_to_+0.musicxml	1	0	6	1	5	0.356892	0.357337	0.000444862	ok	
cpdl_5_voice_string_quartet	81	Com'esser può ch'io viva	data/cpdl/5-voices/sources/081_com_esser_puo_ch_io_viva__01_gesualdo_come_esser_puo_ch_io_viva.mxl	data/cpdl/5-voices/reductions/string_quartet/081_com_esser_pu_ch_io_viva.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/081_com_esser_pu_ch_io_viva.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/081_com_esser_pu_ch_io_viva__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/081_com_esser_pu_ch_io_viva__t+1_to_+0.musicxml	1	0	6	1	5	0.363351	0.373886	0.010535	ok	
cpdl_5_voice_string_quartet	83	Cor mio, deh, non piangete	data/cpdl/5-voices/sources/083_cor_mio_deh_non_piangete__02_cor_mio_deh_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/083_cor_mio_deh_non_piangete.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/083_cor_mio_deh_non_piangete.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/083_cor_mio_deh_non_piangete__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/083_cor_mio_deh_non_piangete__t+1_to_+0.musicxml	1	0	5	0	5	0.442808	0.44595	0.00314243	ok	
cpdl_5_voice_string_quartet	84	Correte, amanti, a prova	data/cpdl/5-voices/sources/084_correte_amanti_a_prova__02_gesu_13cor.mxl	data/cpdl/5-voices/reductions/string_quartet/084_correte_amanti_a_prova.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/084_correte_amanti_a_prova.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/084_correte_amanti_a_prova__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/084_correte_amanti_a_prova__t-1_to_+0.musicxml	-1	0	5	0	5	0.366253	0.36848	0.00222696	ok	
cpdl_5_voice_string_quartet	86	Dalle odorate spoglie	data/cpdl/5-voices/sources/086_dalle_odorate_spoglie__02_dalle_odorate_spoglie_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/086_dalle_odorate_spoglie.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/086_dalle_odorate_spoglie.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/086_dalle_odorate_spoglie__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/086_dalle_odorate_spoglie__t-1_to_+0.musicxml	-1	0	5	0	5	0.37388	0.383206	0.00932614	ok	
cpdl_5_voice_string_quartet	92	Dolcissima mia vita	data/cpdl/5-voices/sources/092_dolcissima_mia_vita__02_dolcissima_mia_vita_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/092_dolcissima_mia_vita.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/092_dolcissima_mia_vita__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/092_dolcissima_mia_vita__t+1_to_+0.musicxml	1	0	6	1	5	0.332651	0.340678	0.00802742	ok	
cpdl_5_voice_string_quartet	93	Dolcissimo sospiro	data/cpdl/5-voices/sources/093_dolcissimo_sospiro__01_gesualdo_dolcissimo_sospiro.mxl	data/cpdl/5-voices/reductions/string_quartet/093_dolcissimo_sospiro.musicxml	data/cpdl/5-voices/renders/string_quartet_mp3/093_dolcissimo_sospiro.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/original/093_dolcissimo_sospiro__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_string_quartet/updated/093_dolcissimo_sospiro__t-1_to_+0.musicxml	-1	0	4	1	3	0.365507	0.376366	0.0108593	ok	
cpdl_6_voice_string_quartet	31	Ecce quomodo moritur justus	data/cpdl/6-voices/sources/031_ecce_quomodo_moritur_justus__02_ecce_quomodo_gesualdo.mxl	data/cpdl/6-voices/reductions/string_quartet/031_ecce_quomodo_moritur_justus.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/031_ecce_quomodo_moritur_justus.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/031_ecce_quomodo_moritur_justus__t+2_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/031_ecce_quomodo_moritur_justus__t+2_to_+0.musicxml	2	0	2	0	2	0.317326	0.320995	0.00366903	ok	
cpdl_6_voice_string_quartet	32	Ecce vidimus eum	data/cpdl/6-voices/sources/032_ecce_vidimus_eum__01_gesualdo_ecce_vidimus.mxl	data/cpdl/6-voices/reductions/string_quartet/032_ecce_vidimus_eum.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/032_ecce_vidimus_eum.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/032_ecce_vidimus_eum__t+6_to_+7.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/032_ecce_vidimus_eum__t+6_to_+7.musicxml	6	7	6	1	5	0.495395	0.388069	-0.107326	ok	
cpdl_6_voice_string_quartet	33	Franciscus humilis	data/cpdl/6-voices/sources/033_franciscus_humilis__01_18_franciscus_humilis.mxl	data/cpdl/6-voices/reductions/string_quartet/033_franciscus_humilis.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/033_franciscus_humilis.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/033_franciscus_humilis__t+4_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/033_franciscus_humilis__t+4_to_+2.musicxml	4	2	3	1	2	0.355805	0.374715	0.0189099	ok	
cpdl_6_voice_string_quartet	34	Gaudeamus omnes	data/cpdl/6-voices/sources/034_gaudeamus_omnes__01_07_gaudeamus_omnes.mxl	data/cpdl/6-voices/reductions/string_quartet/034_gaudeamus_omnes.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/034_gaudeamus_omnes.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/034_gaudeamus_omnes__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/034_gaudeamus_omnes__t+1_to_+0.musicxml	1	0	5	0	5	0.263334	0.264122	0.000788355	ok	
cpdl_6_voice_string_quartet	41	O vos omnes (1611)	data/cpdl/6-voices/sources/041_o_vos_omnes_1611__01_gesualdo_o_vos_omnes_a_6.mxl	data/cpdl/6-voices/reductions/string_quartet/041_o_vos_omnes_1611.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/041_o_vos_omnes_1611.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/041_o_vos_omnes_1611__t+6_to_+7.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/041_o_vos_omnes_1611__t+6_to_+7.musicxml	6	7	6	1	5	0.706007	0.598831	-0.107176	ok	
cpdl_6_voice_string_quartet	42	Plange quasi virgo	data/cpdl/6-voices/sources/042_plange_quasi_virgo__02_plange_quasi_virgo_gesualdo_tr.mxl	data/cpdl/6-voices/reductions/string_quartet/042_plange_quasi_virgo.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/042_plange_quasi_virgo.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/042_plange_quasi_virgo__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/042_plange_quasi_virgo__t+1_to_+2.musicxml	1	2	4	1	3	0.418632	0.421288	0.00265637	ok	
cpdl_6_voice_string_quartet	44	Sana me Domine	data/cpdl/6-voices/sources/044_sana_me_domine__02_03_sana_me_domine.mxl	data/cpdl/6-voices/reductions/string_quartet/044_sana_me_domine.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/044_sana_me_domine.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/044_sana_me_domine__t+3_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/044_sana_me_domine__t+3_to_+2.musicxml	3	2	4.0431	0.956897	3.08621	0.362523	0.376322	0.013799	ok	
