job	input_path	pdf_path	mode	status	suppressed_naturals	removed_dynamics	removed_hairpins	beat_readability_changes	final_barlines_added	cello_clef_changes_added	viola_clef_changes_added	suppressed_tie_continuation_accidentals	normalized_dangling_ties	pdf_midi_fallbacks	error
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/143_quel_no_crudel_che_la_mia_speme_ancise.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/143_quel_no_crudel_che_la_mia_speme_ancise.pdf	clean	rendered	493	100	84	74	5	6	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/144_questa_crudele_e_pia.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/144_questa_crudele_e_pia.pdf	clean	rendered	318	85	74	33	5	6	4	0	4	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/145_questi_leggiadri_odorosetti_fiori.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/145_questi_leggiadri_odorosetti_fiori.pdf	clean	rendered	380	60	46	147	5	10	8	0	4	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/146_resta_di_darmi_noia.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/146_resta_di_darmi_noia.pdf	clean	rendered	284	65	50	61	5	2	2	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/147_s_io_non_miro_non_moro.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/147_s_io_non_miro_non_moro.pdf	clean	rendered	268	65	56	60	5	2	4	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/148_se_chiudete_nel_core.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/148_se_chiudete_nel_core.pdf	clean	rendered	363	65	56	61	5	6	2	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/149_se_cos_dolce_il_duolo.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/149_se_cos_dolce_il_duolo.pdf	clean	rendered	526	90	69	303	5	8	14	0	19	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/150_se_da_s_nobil_mano.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/150_se_da_s_nobil_mano.pdf	clean	rendered	402	85	66	92	5	0	6	0	8	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/151_se_la_mia_morte_brami.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/151_se_la_mia_morte_brami.pdf	clean	rendered	323	115	79	44	5	12	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/152_se_per_lieve_ferita.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/152_se_per_lieve_ferita.pdf	clean	rendered	291	60	47	126	5	2	4	0	0	1	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/153_se_piange_ahim_la_donna_del_mio_core.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/153_se_piange_ahim_la_donna_del_mio_core.pdf	clean	rendered	427	135	102	76	5	4	0	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/154_se_taccio_il_duol_s_avanza.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/154_se_taccio_il_duol_s_avanza.pdf	clean	rendered	326	65	50	66	5	8	7	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/155_se_tu_fuggi.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/155_se_tu_fuggi.pdf	clean	rendered	362	60	50	93	5	10	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/156_se_vi_duol_il_mio_duolo.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/156_se_vi_duol_il_mio_duolo.pdf	clean	rendered	531	110	96	45	5	14	16	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/158_sento_che_nel_partire.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/158_sento_che_nel_partire.pdf	clean	rendered	522	90	76	326	5	14	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/159_son_s_belle_le_rose.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/159_son_s_belle_le_rose.pdf	clean	rendered	335	55	39	34	5	4	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/160_sospirava.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/160_sospirava.pdf	clean	rendered	232	40	35	85	5	2	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/161_sparge_la_morte.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/161_sparge_la_morte.pdf	clean	rendered	232	100	78	39	5	2	6	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/162_s_gioioso_mi_fanno_i_dolor_miei.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/162_s_gioioso_mi_fanno_i_dolor_miei.pdf	clean	rendered	514	85	71	215	5	8	6	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/163_t_amo_mia_vita.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/163_t_amo_mia_vita.pdf	clean	rendered	352	65	58	75	5	4	6	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/164_tall_or_sano_desio.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/164_tall_or_sano_desio.pdf	clean	rendered	386	115	86	90	5	10	4	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/165_tirsi_morir_volea.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/165_tirsi_morir_volea.pdf	clean	rendered	442	105	96	173	5	8	12	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/166_tu_m_uccidi_o_crudele.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/166_tu_m_uccidi_o_crudele.pdf	clean	rendered	246	75	64	154	5	8	6	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/167_tu_piangi_o_filli_mia.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/167_tu_piangi_o_filli_mia.pdf	clean	rendered	469	75	58	71	5	4	6	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/168_tu_segui_o_bella_clori.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/168_tu_segui_o_bella_clori.pdf	clean	rendered	214	65	50	72	5	4	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/170_voi_volete_ch_io_mora.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/170_voi_volete_ch_io_mora.pdf	clean	rendered	210	85	70	591	5	8	2	0	32	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/171_volan_quasi_farfalle.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/171_volan_quasi_farfalle.pdf	clean	rendered	711	100	85	64	5	8	9	0	2	0	-
